Code_agent;NUK;Date_of_sale;Policy_number;Policy_status;Period_type_code;Type_of_periodicity;Periodicity_code;Periodicity;Region_code;Business_line;Insurance_premium
56301003;6108;02.11.2022;XZ00RKR;20;D;Периодическая оплата;1;Ежемесячная;56301;НСЖ;1814.92
56301003;6108;28.10.2022;XZ00RKR0;20;D;Периодическая оплата;1;Ежемесячная;56301;НСиБ;41.16
56301003;6108;02.04.2022;XZ00RKX;20;D;Периодическая оплата;1;Ежемесячная;56301;НСЖ;1408
56301003;6108;02.08.2022;XZ00RKX0;20;D;Периодическая оплата;1;Ежемесячная;56301;НСиБ;38.64
52820013;1042;06.08.2022;XZ00RZX;20;D;Периодическая оплата;1;Ежемесячная;52820;НСиБ;95.76
52820013;1042;07.07.2022;XZ00RZX0;20;D;Периодическая оплата;1;Ежемесячная;52820;ПСЖ;3278.88
56499006;2938;06.05.2022;XZ00WIZ;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;304.56
56499006;2938;01.02.2022;XZ00WIZ0;20;D;Периодическая оплата;1;Ежемесячная;56499;ПСЖ;5568.52
131799054;18639;17.02.2022;XZ00XBW;20;D;Периодическая оплата;12;Годовая;131799;НСЖ;0
131799054;18639;04.05.2022;XZ00XBY;20;D;Периодическая оплата;12;Годовая;131799;НСЖ;0
56399003;636;20.03.2022;XZ00XYK;20;D;Периодическая оплата;3;Ежеквартальная;56399;РСЖ;0.3
56399003;636;25.03.2022;XZ00XYZ;20;D;Периодическая оплата;3;Ежеквартальная;56399;РСЖ;25204
131799055;18529;28.12.2022;XZ00XZK;20;D;Периодическая оплата;1;Ежемесячная;131799;НСЖ;2395.6
131799055;18529;17.09.2022;XZ00XZK0;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;60.96
131799055;18529;03.11.2022;XZ00XZW;20;D;Периодическая оплата;1;Ежемесячная;131799;НСЖ;2608.96
131799055;18529;02.09.2022;XZ00XZW0;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;66.96
109199022;10716;16.05.2022;XZ00YCX;20;D;Периодическая оплата;1;Ежемесячная;109199;НСЖ;1185.6
109199022;10716;16.07.2022;XZ00YCX0;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;1217.16
88803001;8454;10.11.2022;XZ00YWY;20;D;Периодическая оплата;1;Ежемесячная;88803;НСЖ;2328.48
88803001;8454;13.03.2022;XZ00YWY0;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;171
62599004;14759;24.11.2022;XZ00ZC0;20;D;Периодическая оплата;1;Ежемесячная;62599;НСЖ;-8.5
56399020;1007;05.11.2022;XZ00ZKZ;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;62.64
56399020;1007;24.08.2022;XZ00ZKZ0;20;D;Периодическая оплата;1;Ежемесячная;56399;ПСЖ;3228.96
190606012;13232;23.04.2022;XZ0B00I;20;D;Периодическая оплата;1;Ежемесячная;190606;НСЖ;9303.84
190606012;13232;28.02.2022;XZ0B00I0;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;2399.04
190606012;13232;13.07.2022;XZ0B00I00;20;D;Периодическая оплата;1;Ежемесячная;190606;РСЖ;771.28
62502010;14925;22.07.2022;XZ0B00Y;20;D;Периодическая оплата;1;Ежемесячная;62502;НСЖ;72170.28
62502010;14925;14.07.2022;XZ0B00Y0;20;D;Периодическая оплата;1;Ежемесячная;62502;НСиБ;11475.52
110199017;21126;09.12.2022;XZ0B0B0;42;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;3728.93
110199017;21126;08.12.2022;XZ0B0B00;42;D;Периодическая оплата;1;Ежемесячная;110199;ПСЖ;8821.85
88803002;15445;17.02.2022;XZ0B0CB;20;D;Периодическая оплата;1;Ежемесячная;88803;НСЖ;3881.32
88803002;15445;24.08.2022;XZ0B0CB0;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;1442.54
190606012;13232;11.08.2022;XZ0B0KZ;20;D;Периодическая оплата;1;Ежемесячная;190606;НСЖ;4435.88
190606012;13232;04.08.2022;XZ0B0KZ0;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;523.04
171601007;11552;19.09.2022;XZ0B0RW;20;D;Периодическая оплата;1;Ежемесячная;171601;НСЖ;12386.23
171601007;11552;23.01.2022;XZ0B0RW0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;1109.84
110199017;21126;01.11.2022;XZ0B0WC;12;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;-5486.89
110199017;21126;19.03.2022;XZ0B0WC0;12;D;Периодическая оплата;1;Ежемесячная;110199;ПСЖ;-21388.19
56401006;5390;03.09.2022;XZ0B0WK;42;D;Периодическая оплата;1;Ежемесячная;56401;НСиБ;966.68
56401006;5390;21.05.2022;XZ0B0WK0;42;D;Периодическая оплата;1;Ежемесячная;56401;ПСЖ;9246.9
110199017;21126;28.04.2022;XZ0B0WW;12;D;Периодическая оплата;1;Ежемесячная;110199;НСиБ;-12141.67
110199017;21126;04.06.2022;XZ0B0WW0;12;D;Периодическая оплата;1;Ежемесячная;110199;ПСЖ;-6453.69
171601007;11552;26.01.2022;XZ0B0WY;20;D;Периодическая оплата;1;Ежемесячная;171601;НСЖ;5581.63
171601007;11552;24.06.2022;XZ0B0WY0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;1936.89
190606012;13232;15.02.2022;XZ0B0X0;20;D;Периодическая оплата;1;Ежемесячная;190606;НСЖ;10901.72
190606012;13232;01.09.2022;XZ0B0X00;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;1386.72
190606012;13232;02.08.2022;XZ0B0X000;20;D;Периодическая оплата;1;Ежемесячная;190606;РСЖ;5730.24
52899100;917;01.05.2022;XZ0B0XR;20;D;Периодическая оплата;1;Ежемесячная;52899;НСиБ;1590.93
52899100;917;13.10.2022;XZ0B0XR0;20;D;Периодическая оплата;1;Ежемесячная;52899;ПСЖ;4857.34
56499003;2902;11.11.2022;XZ0B0Y0;20;D;Периодическая оплата;1;Ежемесячная;56499;НСЖ;31032.75
56499003;2902;16.09.2022;XZ0B0Y00;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;11245.61
30325008;3274;20.03.2022;XZ0B0ZX;20;D;Периодическая оплата;1;Ежемесячная;30325;НСЖ;96.98
30325008;3274;20.01.2022;XZ0B0ZX0;20;D;Периодическая оплата;1;Ежемесячная;30325;НСиБ;13285.91
30325008;3274;03.06.2022;XZ0B0ZX00;20;D;Периодическая оплата;1;Ежемесячная;30325;РСЖ;6708.24
30327001;2250;12.06.2022;XZ0BB0W;20;D;Периодическая оплата;1;Ежемесячная;30327;НСиБ;6623.36
30327001;2250;20.12.2022;XZ0BB0W0;20;D;Периодическая оплата;1;Ежемесячная;30327;ПСЖ;12161.51
116499006;17219;03.05.2022;XZ0BBCR;20;D;Периодическая оплата;1;Ежемесячная;116499;НСЖ;16890.41
116499006;17219;23.06.2022;XZ0BBCR0;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;4128.72
135699037;20092;27.10.2022;XZ0BBIC;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;16091.45
135699037;20092;22.01.2022;XZ0BBIC0;20;D;Периодическая оплата;1;Ежемесячная;135699;ПСЖ;30251.22
56399009;14761;12.01.2022;XZ0BBIR;20;D;Периодическая оплата;1;Ежемесячная;56399;НСЖ;11117.48
56399009;14761;09.02.2022;XZ0BBIR0;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;4764.18
135699037;20092;21.07.2022;XZ0BBIX;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;11170.64
135699037;20092;05.11.2022;XZ0BBIX0;20;D;Периодическая оплата;1;Ежемесячная;135699;ПСЖ;13795.08
171605001;11676;08.01.2022;XZ0BBKR;20;D;Периодическая оплата;1;Ежемесячная;171605;ПСЖ;7309.44
140399011;21010;03.12.2022;XZ0BBKX;20;D;Периодическая оплата;1;Ежемесячная;140399;НСиБ;8407.5
140399011;21010;13.06.2022;XZ0BBKX0;20;D;Периодическая оплата;1;Ежемесячная;140399;ПСЖ;9339.46
135799005;20875;15.01.2022;XZ0BBRI;20;D;Периодическая оплата;1;Ежемесячная;135799;НСЖ;7798.37
135799005;20875;28.02.2022;XZ0BBRI0;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;5479.28
135799005;20875;14.03.2022;XZ0BBRW;20;D;Периодическая оплата;1;Ежемесячная;135799;НСЖ;7320.22
135799005;20875;17.02.2022;XZ0BBRW0;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;3650.27
191099049;12822;08.07.2022;XZ0BBWR;20;D;Периодическая оплата;1;Ежемесячная;191099;НСиБ;5253.94
191099049;12822;23.06.2022;XZ0BBWR0;20;D;Периодическая оплата;1;Ежемесячная;191099;ПСЖ;13445.28
52899102;2755;15.05.2022;XZ0BBXW;20;D;Периодическая оплата;1;Ежемесячная;52899;НСЖ;12537.44
52899102;2755;19.10.2022;XZ0BBXW0;20;D;Периодическая оплата;1;Ежемесячная;52899;НСиБ;15099.78
116499009;17144;20.08.2022;XZ0BBYR;20;D;Периодическая оплата;1;Ежемесячная;116499;НСЖ;49.32
116499009;17144;27.04.2022;XZ0BBYR0;20;D;Периодическая оплата;1;Ежемесячная;116499;НСиБ;5064
116499009;17144;11.11.2022;XZ0BBYR00;20;D;Периодическая оплата;1;Ежемесячная;116499;РСЖ;3648.12
171601007;11552;26.11.2022;XZ0BBZB;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;1568.48
171601007;11552;08.05.2022;XZ0BBZB0;20;D;Периодическая оплата;1;Ежемесячная;171601;ПСЖ;17387.86
135699037;20092;05.09.2022;XZ0BBZW;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;3104.82
135699037;20092;23.03.2022;XZ0BBZW0;20;D;Периодическая оплата;1;Ежемесячная;135699;ПСЖ;12580.2
62502010;14925;01.02.2022;XZ0BBZY;20;D;Периодическая оплата;1;Ежемесячная;62502;НСиБ;1349.42
62502010;14925;04.08.2022;XZ0BBZY0;20;D;Периодическая оплата;1;Ежемесячная;62502;ПСЖ;20333.14
135699037;20092;13.07.2022;XZ0BC0K;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;6159.36
135699037;20092;28.06.2022;XZ0BC0K0;20;D;Периодическая оплата;1;Ежемесячная;135699;ПСЖ;13996.22
206001002;10732;04.05.2022;XZ0BC0Y;20;D;Периодическая оплата;1;Ежемесячная;206001;НСЖ;7868.6
206001002;10732;06.10.2022;XZ0BC0Y0;20;D;Периодическая оплата;1;Ежемесячная;206001;НСиБ;3485.6
56399009;14761;05.01.2022;XZ0BCBK;20;D;Периодическая оплата;1;Ежемесячная;56399;НСЖ;26449.97
56399009;14761;21.07.2022;XZ0BCBK0;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;25126.84
56399009;14761;01.09.2022;XZ0BCBK00;20;D;Периодическая оплата;1;Ежемесячная;56399;РСЖ;7803.64
140399011;21010;11.11.2022;XZ0BCBR;20;D;Периодическая оплата;1;Ежемесячная;140399;НСЖ;16145.64
140399011;21010;09.10.2022;XZ0BCBR0;20;D;Периодическая оплата;1;Ежемесячная;140399;НСиБ;8358.5
56401008;9283;25.07.2022;XZ0BCBZ;20;D;Периодическая оплата;1;Ежемесячная;56401;НСЖ;45369
56401008;9283;21.07.2022;XZ0BCBZ0;20;D;Периодическая оплата;1;Ежемесячная;56401;НСиБ;9721.8
56401008;9283;11.06.2022;XZ0BCBZ00;20;D;Периодическая оплата;1;Ежемесячная;56401;РСЖ;4352.4
88802012;15467;05.09.2022;XZ0BCC0;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;4095.89
88802012;15467;08.08.2022;XZ0BCC00;20;D;Периодическая оплата;1;Ежемесячная;88802;ПСЖ;2908.78
135699048;10391;08.10.2022;XZ0BCCC;20;D;Периодическая оплата;1;Ежемесячная;135699;НСЖ;23.76
135699048;10391;18.12.2022;XZ0BCCC0;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;2042
135699048;10391;05.03.2022;XZ0BCCC00;20;D;Периодическая оплата;1;Ежемесячная;135699;РСЖ;1643.88
30327002;10327;08.01.2022;XZ0BCII;20;D;Периодическая оплата;1;Ежемесячная;30327;НСЖ;9457.98
30327002;10327;13.10.2022;XZ0BCII0;20;D;Периодическая оплата;1;Ежемесячная;30327;НСиБ;249.48
88802011;15464;14.10.2022;XZ0BCIK;20;D;Периодическая оплата;1;Ежемесячная;88802;НСЖ;9260.16
88802011;15464;10.07.2022;XZ0BCIK0;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;6406.12
171601008;11548;17.06.2022;XZ0BCK0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;3033
171601008;11548;05.05.2022;XZ0BCK00;20;D;Периодическая оплата;1;Ежемесячная;171601;ПСЖ;54280.48
52820013;1042;14.01.2022;XZ0BCKC;20;D;Периодическая оплата;1;Ежемесячная;52820;НСиБ;463.47
52820013;1042;09.12.2022;XZ0BCKC0;20;D;Периодическая оплата;1;Ежемесячная;52820;ПСЖ;21278.03
171605001;11676;10.05.2022;XZ0BCRC;20;D;Периодическая оплата;1;Ежемесячная;171605;НСиБ;3007.88
171605001;11676;10.05.2022;XZ0BCRC0;20;D;Периодическая оплата;1;Ежемесячная;171605;ПСЖ;8638
206003001;10730;24.09.2022;XZ0BCRI;20;D;Периодическая оплата;1;Ежемесячная;206003;НСЖ;23189.94
206003001;10730;26.08.2022;XZ0BCRI0;20;D;Периодическая оплата;1;Ежемесячная;206003;НСиБ;5651.7
109199012;19204;13.05.2022;XZ0BCRK;20;D;Периодическая оплата;1;Ежемесячная;109199;НСЖ;6539.44
109199012;19204;10.06.2022;XZ0BCRK0;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;5842.97
171605001;11676;21.05.2022;XZ0BCRX;20;D;Периодическая оплата;1;Ежемесячная;171605;НСиБ;3640.8
171605001;11676;09.04.2022;XZ0BCRX0;20;D;Периодическая оплата;1;Ежемесячная;171605;ПСЖ;13205.76
206003001;10730;21.09.2022;XZ0BCRZ;20;D;Периодическая оплата;1;Ежемесячная;206003;НСЖ;14466.69
206003001;10730;06.05.2022;XZ0BCRZ0;20;D;Периодическая оплата;1;Ежемесячная;206003;НСиБ;5756.02
109199012;19204;02.08.2022;XZ0BCW0;20;D;Периодическая оплата;1;Ежемесячная;109199;НСЖ;10945.79
109199012;19204;01.11.2022;XZ0BCW00;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;8555.89
191099049;12822;02.05.2022;XZ0BCXC;20;D;Периодическая оплата;1;Ежемесячная;191099;НСиБ;7496.52
191099049;12822;27.11.2022;XZ0BCXC0;20;D;Периодическая оплата;1;Ежемесячная;191099;ПСЖ;6749.7
56499007;3796;26.09.2022;XZ0BCXW;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;11873.04
56499007;3796;25.07.2022;XZ0BCXW0;20;D;Периодическая оплата;1;Ежемесячная;56499;ПСЖ;50304
52899102;2755;21.06.2022;XZ0BCYI;20;D;Периодическая оплата;1;Ежемесячная;52899;НСиБ;2492.18
52899102;2755;24.02.2022;XZ0BCYI0;20;D;Периодическая оплата;1;Ежемесячная;52899;ПСЖ;58321.4
209201003;14964;03.04.2022;XZ0BCZB;20;D;Периодическая оплата;1;Ежемесячная;209201;НСЖ;3511.9
209201003;14964;18.05.2022;XZ0BCZB0;20;D;Периодическая оплата;1;Ежемесячная;209201;НСиБ;16384.2
215902001;17769;22.04.2022;XZ0BCZI;20;D;Периодическая оплата;12;Годовая;215902;НСЖ;0
215902001;17769;27.10.2022;XZ0BCZI0;20;D;Периодическая оплата;12;Годовая;215902;НСиБ;0
215902001;17769;02.09.2022;XZ0BCZI00;20;D;Периодическая оплата;12;Годовая;215902;РСЖ;0
88899022;15344;24.10.2022;XZ0BCZK;20;D;Периодическая оплата;1;Ежемесячная;88899;НСЖ;38538.52
88899022;15344;24.02.2022;XZ0BCZK0;20;D;Периодическая оплата;1;Ежемесячная;88899;НСиБ;1982.88
56301009;776;25.07.2022;XZ0BI00;20;D;Периодическая оплата;1;Ежемесячная;56301;НСЖ;26744.28
56301009;776;23.03.2022;XZ0BI000;20;D;Периодическая оплата;1;Ежемесячная;56301;НСиБ;2465
55499040;7080;02.09.2022;XZ0BI0B;20;D;Периодическая оплата;1;Ежемесячная;55499;ПСЖ;35537.32
215902001;17769;07.12.2022;XZ0BIBI;12;D;Периодическая оплата;12;Годовая;215902;НСЖ;-105497.1
215902001;17769;26.06.2022;XZ0BIBI0;12;D;Периодическая оплата;12;Годовая;215902;НСиБ;-6979.5
131799053;18659;07.09.2022;XZ0BIBK;20;D;Периодическая оплата;1;Ежемесячная;131799;НСЖ;5907.42
131799053;18659;20.10.2022;XZ0BIBK0;20;D;Периодическая оплата;1;Ежемесячная;131799;НСиБ;480.65
191099047;12552;27.05.2022;XZ0BIBW;20;D;Периодическая оплата;1;Ежемесячная;191099;НСиБ;2027.61
191099047;12552;09.06.2022;XZ0BIBW0;20;D;Периодическая оплата;1;Ежемесячная;191099;ПСЖ;15769.27
56499006;2938;04.04.2022;XZ0BIC0;20;D;Периодическая оплата;1;Ежемесячная;56499;НСЖ;12899.76
56499006;2938;24.06.2022;XZ0BIC00;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;1303.5
135699046;20046;13.08.2022;XZ0BIRK;20;D;Периодическая оплата;1;Ежемесячная;135699;ПСЖ;18147.84
88803002;15445;10.08.2022;XZ0BIRR;20;D;Периодическая оплата;1;Ежемесячная;88803;НСЖ;33291.36
88803002;15445;26.01.2022;XZ0BIRR0;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;7850.7
171699003;11543;12.04.2022;XZ0BIRX;20;D;Периодическая оплата;1;Ежемесячная;171699;НСЖ;9190.09
171699003;11543;26.11.2022;XZ0BIRX0;20;D;Периодическая оплата;1;Ежемесячная;171699;НСиБ;3794.29
171699003;11543;11.03.2022;XZ0BIRY;20;D;Периодическая оплата;1;Ежемесячная;171699;ПСЖ;14608.2
121499008;19071;16.11.2022;XZ0BIWW;20;D;Периодическая оплата;1;Ежемесячная;121499;НСЖ;11065
121499008;19071;11.04.2022;XZ0BIWW0;20;D;Периодическая оплата;1;Ежемесячная;121499;НСиБ;2198.7
202616001;15466;19.03.2022;XZ0BIXC;20;D;Периодическая оплата;1;Ежемесячная;202616;НСиБ;1002.65
202616001;15466;03.06.2022;XZ0BIXC0;20;D;Периодическая оплата;1;Ежемесячная;202616;ПСЖ;14164.91
202616001;15466;23.05.2022;XZ0BIXR;20;D;Периодическая оплата;1;Ежемесячная;202616;НСЖ;38.72
202616001;15466;12.11.2022;XZ0BIXR0;20;D;Периодическая оплата;1;Ежемесячная;202616;НСиБ;4558.1
202616001;15466;01.10.2022;XZ0BIXR00;20;D;Периодическая оплата;1;Ежемесячная;202616;РСЖ;7818.3
109106005;19261;04.05.2022;XZ0BIXX;20;D;Периодическая оплата;1;Ежемесячная;109106;НСЖ;10575.22
109106005;19261;17.10.2022;XZ0BIXX0;20;D;Периодическая оплата;1;Ежемесячная;109106;НСиБ;5770.16
109106005;19261;27.12.2022;XZ0BIXX00;20;D;Периодическая оплата;1;Ежемесячная;109106;РСЖ;1773.84
55499040;7080;14.05.2022;XZ0BIXY;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;5512.44
55499040;7080;20.12.2022;XZ0BIXY0;20;D;Периодическая оплата;1;Ежемесячная;55499;ПСЖ;57644.4
88802001;15410;03.08.2022;XZ0BIYI;20;D;Периодическая оплата;1;Ежемесячная;88802;НСЖ;49035.72
88802001;15410;21.10.2022;XZ0BIYI0;20;D;Периодическая оплата;1;Ежемесячная;88802;НСиБ;12098.84
135799005;20875;19.05.2022;XZ0BIYR;20;D;Периодическая оплата;1;Ежемесячная;135799;НСЖ;5300.66
135799005;20875;10.05.2022;XZ0BIYR0;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;4526.02
135799005;20875;23.11.2022;XZ0BIYY;20;D;Периодическая оплата;1;Ежемесячная;135799;НСиБ;750.3
135799005;20875;20.10.2022;XZ0BIYY0;20;D;Периодическая оплата;1;Ежемесячная;135799;ПСЖ;10914.56
171601014;11696;03.03.2022;XZ0BIZK;20;D;Периодическая оплата;1;Ежемесячная;171601;НСЖ;13210
171601014;11696;03.12.2022;XZ0BIZK0;20;D;Периодическая оплата;1;Ежемесячная;171601;НСиБ;581.23
171601014;11696;21.10.2022;XZ0BIZK00;20;D;Периодическая оплата;1;Ежемесячная;171601;ПСЖ;4731.08
202604003;15473;12.12.2022;XZ0BIZR;20;D;Периодическая оплата;1;Ежемесячная;202604;НСЖ;6472.62
202604003;15473;04.01.2022;XZ0BIZR0;20;D;Периодическая оплата;1;Ежемесячная;202604;НСиБ;11735.04
56399020;1007;18.04.2022;XZ0BK0R;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;1721.24
56399020;1007;19.06.2022;XZ0BK0R0;20;D;Периодическая оплата;1;Ежемесячная;56399;ПСЖ;32639.83
56399020;1007;11.04.2022;XZ0BK0X;20;D;Периодическая оплата;1;Ежемесячная;56399;НСиБ;3175.42
56399020;1007;22.12.2022;XZ0BK0X0;20;D;Периодическая оплата;1;Ежемесячная;56399;ПСЖ;63269.83
190606021;13287;20.03.2022;XZ0BKB0;20;D;Периодическая оплата;1;Ежемесячная;190606;НСЖ;10095.8
190606021;13287;14.12.2022;XZ0BKB00;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;2842.7
56401004;9332;07.09.2022;XZ0BKBC;20;D;Периодическая оплата;1;Ежемесячная;56401;НСЖ;11814.9
56401004;9332;04.02.2022;XZ0BKBC0;20;D;Периодическая оплата;1;Ежемесячная;56401;НСиБ;6000.25
56401004;9332;19.06.2022;XZ0BKBC00;20;D;Периодическая оплата;1;Ежемесячная;56401;РСЖ;4659.6
55499040;7080;19.06.2022;XZ0BKBY;20;D;Периодическая оплата;1;Ежемесячная;55499;ПСЖ;12084.3
160599016;1399;10.04.2022;XZ0BKCI;20;D;Периодическая оплата;1;Ежемесячная;160599;НСЖ;5460.8
160599016;1399;06.04.2022;XZ0BKCI0;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;12295.8
311407002;15809;18.09.2022;XZ0BKCW;20;D;Периодическая оплата;1;Ежемесячная;311407;НСиБ;7267.4
311407002;15809;11.11.2022;XZ0BKCW0;20;D;Периодическая оплата;1;Ежемесячная;311407;ПСЖ;18458.3
55499074;7099;18.05.2022;XZ0BKIC;20;D;Периодическая оплата;1;Ежемесячная;55499;НСиБ;3224.15
55499074;7099;28.10.2022;XZ0BKIC0;20;D;Периодическая оплата;1;Ежемесячная;55499;ПСЖ;14619.26
160599016;1399;07.02.2022;XZ0BKIR;20;D;Периодическая оплата;1;Ежемесячная;160599;НСЖ;12931.2
160599016;1399;27.03.2022;XZ0BKIR0;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;6166.96
190606021;13287;06.11.2022;XZ0BKKB;20;D;Периодическая оплата;1;Ежемесячная;190606;НСЖ;2768.92
190606021;13287;16.02.2022;XZ0BKKB0;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;1278.9
55499040;7080;08.10.2022;XZ0BKKY;20;D;Периодическая оплата;1;Ежемесячная;55499;ПСЖ;72716
211702002;10687;10.06.2022;XZ0BKRK;20;D;Периодическая оплата;1;Ежемесячная;211702;НСЖ;19905.37
211702002;10687;27.08.2022;XZ0BKRK0;20;D;Периодическая оплата;1;Ежемесячная;211702;НСиБ;6861.68
160599016;1399;09.04.2022;XZ0BKRX;20;D;Периодическая оплата;1;Ежемесячная;160599;НСЖ;5142.47
160599016;1399;01.11.2022;XZ0BKRX0;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;6765.64
213404001;18142;04.07.2022;XZ0BKWB;20;D;Периодическая оплата;1;Ежемесячная;213404;НСЖ;6594.48
213404001;18142;26.07.2022;XZ0BKWB0;20;D;Периодическая оплата;1;Ежемесячная;213404;НСиБ;19764
62502010;14925;23.05.2022;XZ0BKWW;20;D;Периодическая оплата;1;Ежемесячная;62502;НСиБ;1239.84
62502010;14925;28.12.2022;XZ0BKWW0;20;D;Периодическая оплата;1;Ежемесячная;62502;ПСЖ;11781
135699037;20092;09.04.2022;XZ0BKX0;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;1522.8
135699037;20092;21.02.2022;XZ0BKX00;20;D;Периодическая оплата;1;Ежемесячная;135699;ПСЖ;24590.72
62599011;14537;25.03.2022;XZ0BKYI;20;D;Периодическая оплата;1;Ежемесячная;62599;НСЖ;7731.03
62599011;14537;12.01.2022;XZ0BKYI0;20;D;Периодическая оплата;1;Ежемесячная;62599;НСиБ;7456.85
88803005;15386;16.12.2022;XZ0BKYY;20;D;Периодическая оплата;1;Ежемесячная;88803;НСиБ;5093.4
88803005;15386;14.12.2022;XZ0BKYY0;20;D;Периодическая оплата;1;Ежемесячная;88803;ПСЖ;10620.83
109106006;19265;11.03.2022;XZ0BKZI;20;D;Периодическая оплата;1;Ежемесячная;109106;НСЖ;13915.2
109106006;19265;26.11.2022;XZ0BKZI0;20;D;Периодическая оплата;1;Ежемесячная;109106;НСиБ;1640.52
109106006;19265;19.06.2022;XZ0BKZI00;20;D;Периодическая оплата;1;Ежемесячная;109106;РСЖ;562.8
190606018;13267;27.01.2022;XZ0BKZK;20;D;Периодическая оплата;1;Ежемесячная;190606;НСЖ;5007.5
190606018;13267;09.07.2022;XZ0BKZK0;20;D;Периодическая оплата;1;Ежемесячная;190606;НСиБ;579.96
55410005;5449;02.01.2022;XZ0BR0I;20;D;Периодическая оплата;1;Ежемесячная;55410;НСЖ;8503.32
55410005;5449;19.02.2022;XZ0BR0I0;20;D;Периодическая оплата;1;Ежемесячная;55410;НСиБ;2903.52
160599008;9913;28.03.2022;XZ0BRBB;20;D;Периодическая оплата;1;Ежемесячная;160599;НСЖ;4547.12
160599008;9913;10.05.2022;XZ0BRBB0;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;2187.76
160599008;9913;04.06.2022;XZ0BRBB00;20;D;Периодическая оплата;1;Ежемесячная;160599;РСЖ;1421.42
135699045;20035;11.09.2022;XZ0BRBZ;20;D;Периодическая оплата;1;Ежемесячная;135699;НСЖ;10959.1
135699045;20035;14.02.2022;XZ0BRBZ0;20;D;Периодическая оплата;1;Ежемесячная;135699;НСиБ;2821.85
160599016;1399;27.02.2022;XZ0BRCK;20;D;Периодическая оплата;1;Ежемесячная;160599;НСЖ;52718.96
160599016;1399;16.11.2022;XZ0BRCK0;20;D;Периодическая оплата;1;Ежемесячная;160599;НСиБ;7828.56
202604003;15473;08.06.2022;XZ0BRII;20;D;Периодическая оплата;1;Ежемесячная;202604;НСЖ;9758.17
202604003;15473;19.11.2022;XZ0BRII0;20;D;Периодическая оплата;1;Ежемесячная;202604;НСиБ;13415.58
56499006;2938;26.08.2022;XZ0BRKR;20;D;Периодическая оплата;1;Ежемесячная;56499;НСиБ;12349.12
56499006;2938;02.06.2022;XZ0BRKR0;20;D;Периодическая оплата;1;Ежемесячная;56499;ПСЖ;42373.8
109199012;19204;14.06.2022;XZ0BRRI;20;D;Периодическая оплата;1;Ежемесячная;109199;НСЖ;5461.33
109199012;19204;01.01.2022;XZ0BRRI0;20;D;Периодическая оплата;1;Ежемесячная;109199;НСиБ;2879.27
109199012;19204;14.02.2022;XZ0BRRI00;20;D;Периодическая оплата;1;Ежемесячная;109199;РСЖ;1676.2
209802001;14956;16.05.2022;XZ0BRRZ;20;D;Периодическая оплата;1;Ежемесячная;209802;НСЖ;2427.97
